Make	Model	MakeCode	FamilyCode	YearGroup	MonthGroup	SequenceNum	Description	CurrentRelease	ImportFlag	LimitedEdition	Series	SeriesModelYear	BadgeDescription	BadgeSecondaryDescription	BodyStyleDescription	BodyConfigDescription	WheelBaseConfig	Roofline	ExtraIdentification	DriveDescription	DriveCode	GearTypeDescription	GearLocationDescription	GearNum	DoorNum	EngineSize	EngineDescription	Cylinders	FuelTypeDescription	InductionDescription	OptionCategory	CamDescription	EngineTypeDescription	FuelCapacity	FuelDeliveryDescription	MethodOfDeliveryDescription	GrossCombinationMAss	GrossVehicleMass	VIN	WheelBase	Height	Length	Width	KerbWeight	TareMass	PayLoad	Power	PowerRPMFrom	PowerRPMTo	Torque	TorqueRPMFrom	TorqueRPMTo	RonRating	SeatCapacity	ModelCode	BuildCountryOriginDescription	ValvesCylinder	EngineCycleDescription	EngineConfigurationDescription	EngineLocation	EngineNum	Acceleration	FrontTyreSize	RearTyreSize	FrontRimDesc	RearRimDesc	TowingBrakes	TowingNoBrakes	WarrantyCustAssist	FreeScheduledService	WarrantyYears	WarrantyKM	FirstServiceKM	FirstServiceMonths	RegServiceMonths	AltEngEngineType	AltEngBatteryType	AltEngCurrentType	AltEngAmpHours	AltEngVolts	AltEngChargingMethod	AltEngPower	AltEngPowerFrom	AltEngPowerTo	AltEngTorque	AltEngTorqueFrom	AltEngTorqueTo	AltEngDrive	NormalChargeMins	QuickChargeMins	NormalChargeVoltage	QuickChargeVoltage	KMRangeElectricEng	ElectricEngineLocation	TopSpeedElectricEng	GreenhouseRating	AirpollutionRating	OverallGreenStarRating	CO2Combined	CO2Urban	CO2ExtraUrban	FuelUrban	FuelExtraurban	FuelCombined	EmissionStandard	MaxEthanolBlend	AncapRating	VFactsClass	VFactsSegment	VFactsPrice	IsPPlateApproved	AverageKM	GoodKM	AvgWholesale	AvgRetail	GoodWholesale	GoodRetail	TradeMin	TradeMax	PrivateMax	NewPrice	Colour	Branch	SaleCategory	Sold_Date	Compliance_Date	Age_Comp_Months	KM	Sold_Amount
Volkswagen	Golf	VOLK	GOLF	2015	0	7	VII MY15 GTI Hatchback 5dr DSG 6sp 2.0T	F	L	F	VII	MY15	GTI	NULL	Hatchback	NULL	NULL	NULL	NULL	Front Wheel Drive	FWD	Sports Automatic Dual Clutch	S/Wheel & Floor	6	5	1984	2.0	4	Petrol - Premium ULP	Turbo Intercooled	PASS	Double Overhead Cam	Piston	50	Direct & Multi-Point Injection	Electronic Sequential	NULL	NULL	WVWZZZAUZF*######	2626	1466	4268	1799	NULL	1324	NULL	162.00	4500	6200	350	1500	4400	98	5	5G19TY/15	GERMANY	4	4 Stroke	In-line	Front	CHHB*#####	6.50	225/40 R18	225/40 R18	18x7.5	18x7.5	1600	680	3 year Roadside	NULL	3	-1	15000	12	12	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	7.50	7.50	4.50	153	193	129	8.30	5.50	6.60	Euro 5	NULL	5	Passenger	Small	< $40K	T	50	30	27400	32550	30100	35650	24900	27800	32900	44490	Grey	Belmore (NSW)	Dealer Only Auction	2016-09-14 00:00:00.000	05/2015	16	66258	30667.00
Hyundai	ix35	HYUN	IX35	2014	0	10	LM3 Elite Wagon 5dr. Spts Auto 6sp AWD 2.0DT	F	L	F	LM3	NULL	Elite	NULL	Wagon	NULL	NULL	NULL	NULL	4X4 On Demand	4XO	Sports Automatic	Floor	6	5	1995	2.0	4	Diesel	Turbo Intercooled	SUV	Double Overhead Cam	Piston	58	Direct Injection	Electronic Sequential	NULL	2170	KMHJS81VSEU######	2640	1680	4410	1820	1708	1668	462	135.00	NULL	4000	392	1800	2500	NULL	5	TMW52EC5GGK075	SOUTH KOREA	4	4 Stroke	In-line	Front	D4HA?? ######	NULL	225/60 R17	225/60 R17	17x6.5	17x6.5	1600	750	1 year roadside	NULL	5	-1	1500	1	12	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	6.50	5.00	3.50	189	244	158	9.20	6.00	7.20	NULL	NULL	5	SUV	Small	< $40K	T	75	45	21050	25400	23450	28050	18800	21400	25800	38590	Grey	Belmore (NSW)	Auction	2016-07-19 00:00:00.000	02/2014	29	41115	24250.00
Mitsubishi	Triton	MITS	TRITON	2011	0	21	MN MY11 GLX-R Utility Double Cab 4dr Spts Auto 5sp 4x4 938kg 2.5DT	F	L	F	MN	MY11	GLX-R	NULL	Utility	Dual Cab	NULL	NULL	NULL	4X4 Dual Range	4XD	Sports Automatic	Floor	5	4	2477	2.5	4	Diesel	Turbo Intercooled	CC	Overhead Cam	Piston	75	Direct Injection	Electronic Sequential	5700	2930	MMAJYKB40B?*#####	3000	1780	5389	1800	1992	1856	938	131.00	NULL	4000	350	NULL	2000	NULL	5	MN2V47 (J20) E78 D85	THAILAND	2	4 Stroke	In-line	Front	4D56 ***####	NULL	245/65 R17	245/65 R17	17x7.5	17x7.5	3000	750	5yr Roadside	NULL	5	130000	1500	NULL	12	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	5.00	3.00	2.50	253	313	219	11.90	8.30	9.60	NULL	NULL	4	Light Commercial	PU/CC 4x4	NULL	T	150	90	17000	20800	19250	23300	14900	17300	21300	50490	Silver	Sunshine (VIC)	Auction	2017-05-18 00:00:00.000	08/2011	69	88190	20800.00
Toyota	Corolla	TOYO	COROLLA	2011	0	1	ZRE152R MY11 Ascent Hatchback 5dr Auto 4sp 1.8i	F	L	F	ZRE152R	MY11	Ascent	NULL	Hatchback	NULL	NULL	NULL	NULL	Front Wheel Drive	FWD	Automatic	Floor	4	5	1798	1.8	4	Petrol - Unleaded ULP	Aspirated	PASS	DOHC with VVT	Piston	55	Multi-Point Injection	Electronic Sequential	3105	1805	JTNKU52E#01######	2600	1515	4245	1760	1310	1295	495	100.00	NULL	6000	175	NULL	4400	91	5	ZRE152R-AHPDKQ	JAPAN	4	4 Stroke	In-line	Front	2ZR-#######	NULL	195/65 R15	195/65 R15	15x6.0	15x6.0	1300	450	NULL	NULL	3	100000	5000	3	6	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	7.00	6.50	3.50	173	225	143	9.70	6.10	7.40	Euro 4	NULL	5	Passenger	Small	< $40K	T	150	90	7200	9200	8800	10850	6200	7900	10100	22990	1G3 - Graphite (T)	Sunshine (VIC)	Fixed Price	2017-04-08 00:00:00.000	12/2011	64	48936	12550.00
Renault	Megane	RENA	MEGANE	2015	1	14	III K95 Phase 2 GT-Line Premium Sportwagon 5dr. EDC 6sp 1.5DT	F	L	F	III K95 Phase 2	NULL	GT-Line	Premium	Wagon	NULL	NULL	NULL	NULL	Front Wheel Drive	FWD	Sports Automatic Dual Clutch	Floor	6	5	1461	1.5	4	Diesel	Turbo Intercooled	PASS	DOHC with VVT	Piston	60	Direct Injection	Electronic Sequential	NULL	NULL	VF1KZY306D#######	2703	1534	4567	1804	1288	1247	NULL	81.00	NULL	4000	240	NULL	1750	NULL	5	M3KK15EGTLD2	SPAIN	4	4 Stroke	In-line	Front	K9KN837 C######	11.70	205/50 R17	205/50 R17	17x7.0	17x7.0	1300	715	5yr roadside	NULL	5	-1	15000	12	12	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	8.50	6.00	4.00	118	144	104	5.50	4.00	4.50	Euro 5	NULL	NULL	Passenger	Small	< $40K	T	50	30	16950	21950	18900	24350	14900	17000	21600	36500	GNE - Star Black (R)	Sunshine (VIC)	Dealer Only Auction	2016-09-22 00:00:00.000	04/2016	5	8045	22800.00
Toyota	Camry	TOYO	CAMRY	2016	5	7	ASV50R Altise Sedan 4dr Spts Auto 6sp 2.5i (May)	F	L	F	ASV50R	NULL	Altise	NULL	Sedan	NULL	NULL	NULL	May	Front Wheel Drive	FWD	Sports Automatic	Floor	6	4	2494	2.5	4	Petrol - Unleaded ULP	Aspirated	PASS	DOHC with VVT	Piston	70	Multi-Point Injection	Electronic Sequential	3300	2100	6T1BF3FK90#######	2775	1470	4850	1835	1465	1420	635	133.00	NULL	6000	231	NULL	4100	91	5	ASV50R-DETDKQ	AUSTRALIA	4	4 Stroke	In-line	Front	2AR-#######	NULL	215/60 R16	215/60 R16	16x6.5	16x6.5	1200	500	NULL	NULL	3	100000	5000	3	9	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	183	257	140	11.10	6.00	7.90	Euro 5	E10	5	Passenger	Medium	< $60K	T	25	15	15850	19450	17750	21600	14000	16000	19700	26490	061 - Diamond White (T)	Sunshine (VIC)	Dealer Only Auction	2017-06-07 00:00:00.000	07/2016	11	10425	18100.00
Toyota	Hilux	TOYO	HILUX	2014	0	8	KUN16R MY14 SR Cab Chassis Single Cab 2dr Man 5sp 1285kg 3.0DT	F	L	F	KUN16R	MY14	SR	NULL	Cab Chassis	Single Cab	NULL	NULL	NULL	Rear Wheel Drive	RWD	Manual	Floor	5	2	2982	3.0	4	Diesel	Turbo Intercooled	CC	Double Overhead Cam	Piston	76	Direct Injection	Electronic Sequential	5030	2780	MR0CZ12G000######	3085	1680	4980	1760	1495	NULL	1285	126.00	NULL	3600	343	1400	3400	NULL	3	KUN16R-TRMDYQ3	THAILAND	4	4 Stroke	In-line	Front	1KD-#######	NULL	205/70 R15	205/70 R15	15x6.0	15x6.0	2250	750	NULL	NULL	3	100000	5000	3	6	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	6.00	3.00	2.50	214	282	175	10.70	6.60	8.10	NULL	NULL	NULL	Light Commercial	PU/CC 4X2	NULL	T	90	60	16200	19850	18200	22100	14200	16400	20200	27990	White	Darwin (NT)	Auction	2017-09-28 00:00:00.000	07/2014	38	74960	16750.00
Ford	Falcon Ute	FORD	FALCONU	2010	6	32	FG Cab Chassis Super Cab 2dr Spts Auto 6sp 1235kg 4.0i (Flr - Euro IV)	F	L	F	FG	NULL	NULL	NULL	Cab Chassis	Extended Cab	NULL	NULL	Flr - Euro IV	Rear Wheel Drive	RWD	Sports Automatic	Floor	6	2	3984	4.0	6	Petrol - Unleaded ULP	Aspirated	CC	DOHC with VVT	Piston	81	Multi-Point Injection	Electronic Sequential	4420	2820	6FPAAAJGCM8R#####	3104	1538	5382	1897	1585	NULL	1235	195.00	NULL	6000	391	NULL	3250	91	2	45113	AUSTRALIA	4	4 Stroke	In-line	Front	JGCM8R#####	NULL	215/60 R16	215/60 R16	16x6.5	16x6.5	1600	750	1 year roadside	NULL	3	100000	3000	4	12	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	5.00	5.50	3.00	255	351	215	14.80	8.40	10.70	Euro 4	NULL	4	Light Commercial	PU/CC 4X2	NULL	T	210	140	6750	9300	8300	11000	5800	7500	10000	32095	White	Geebung (QLD)	Auction	2016-01-11 00:00:00.000	06/2010	67	146158	10600.00
Toyota	Camry	TOYO	CAMRY	2015	4	7	ASV50R Atara S Sedan 4dr Spts Auto 6sp 2.5i (Apr)	F	L	F	ASV50R	NULL	Atara S	NULL	Sedan	NULL	NULL	NULL	Apr	Front Wheel Drive	FWD	Sports Automatic	S/Wheel & Floor	6	4	2494	2.5	4	Petrol - Unleaded ULP	Aspirated	PASS	DOHC with VVT	Piston	70	Multi-Point Injection	Electronic Sequential	3300	2100	6T1BF3FK90#######	2775	1470	4850	1825	1505	1460	595	135.00	NULL	6000	235	NULL	4100	91	5	ASV50R-DETNKQ	AUSTRALIA	4	4 Stroke	In-line	Front	2AR-#######	NULL	215/55 R17	215/55 R17	17x7.0	17x7.0	1200	500	NULL	NULL	3	100000	5000	3	9	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	6.50	6.50	3.50	183	255	142	10.90	6.00	7.80	Euro 4	E10	5	Passenger	Medium	< $60K	T	50	30	16050	19650	17950	21850	14200	16200	19900	29490	1F7 - Silver Pearl (T)	Sunshine (VIC)	Dealer Only Auction	2017-09-27 00:00:00.000	07/2015	26	56143	15000.00
Subaru	XV	SUBA	XV	2014	0	1	G4X MY14 2.0i Wagon 5dr Lineartronic 6sp AWD	F	L	F	G4X	MY14	2.0i	NULL	Wagon	NULL	NULL	NULL	NULL	Four Wheel Drive	4WD	Constantly Variable Transmission	S/Wheel & Floor	6	5	1995	2.0	4	Petrol - Unleaded ULP	Aspirated	SUV	DOHC with VVT	Piston	60	Multi-Point Injection	Electronic Sequential	3340	1940	JF1GP7KC5EG######	2635	1615	4450	1780	1420	1380	520	110.00	NULL	6200	196	NULL	4200	91	5	GP7CKFC	JAPAN	4	4 Stroke	Horizontal	Front	FB20 ?######	10.70	225/55 R17	225/55 R17	17x7.0	17x7.0	1400	750	NULL	NULL	3	-1	12500	6	6	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	7.00	8.50	4.50	162	205	137	8.90	5.90	7.00	Euro 5	NULL	5	SUV	Small	< $40K	T	75	45	17000	20750	19050	23100	14900	17100	21100	30990	Light Green	Perth (WA)	Auction	2017-02-28 00:00:00.000	07/2014	31	55454	20000.00
Toyota	Camry	TOYO	CAMRY	2016	5	7	ASV50R Altise Sedan 4dr Spts Auto 6sp 2.5i (May)	F	L	F	ASV50R	NULL	Altise	NULL	Sedan	NULL	NULL	NULL	May	Front Wheel Drive	FWD	Sports Automatic	Floor	6	4	2494	2.5	4	Petrol - Unleaded ULP	Aspirated	PASS	DOHC with VVT	Piston	70	Multi-Point Injection	Electronic Sequential	3300	2100	6T1BF3FK90#######	2775	1470	4850	1835	1465	1420	635	133.00	NULL	6000	231	NULL	4100	91	5	ASV50R-DETDKQ	AUSTRALIA	4	4 Stroke	In-line	Front	2AR-#######	NULL	215/60 R16	215/60 R16	16x6.5	16x6.5	1200	500	NULL	NULL	3	100000	5000	3	9	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	183	257	140	11.10	6.00	7.90	Euro 5	E10	5	Passenger	Medium	< $60K	T	25	15	15850	19450	17750	21600	14000	16000	19700	26490	061 - Diamond White (T)	Sunshine (VIC)	Auction	2018-01-25 00:00:00.000	09/2016	16	23854	17750.00
Volkswagen	Golf	VOLK	GOLF	2012	1	6	VI MY12.5 118TSI Comfortline Hatchback 5dr DSG 7sp 1.4TSC	F	L	F	VI	MY12.5	118TSI	Comfortline	Hatchback	NULL	NULL	NULL	NULL	Front Wheel Drive	FWD	Sports Automatic Dual Clutch	Floor	7	5	1390	1.4	4	Petrol - Premium ULP	Turbo Supercharged Intercooled	PASS	Double Overhead Cam	Piston	55	Direct Injection	Electronic Sequential	NULL	NULL	WVWZZZ1KZC*######	2574	1479	4199	1785	1320	1320	NULL	118.00	NULL	5900	240	1750	4500	95	5	5K13Q5/12	GERMANY	4	4 Stroke	In-line	Front	CAVD*#####	8.00	205/55 R16	205/55 R16	16x6.5	16x6.5	1200	640	3 year Roadside	NULL	3	-1	15000	12	12	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	7.50	7.50	4.50	144	183	127	7.70	5.30	6.20	Euro 5	NULL	5	Passenger	Small	< $40K	T	130	80	10350	13400	12250	15250	9100	11000	13800	31990	Black	Sunshine (VIC)	Auction	2017-06-08 00:00:00.000	05/2012	61	61244	9600.00
Ford	Falcon	FORD	FALCON	2012	0	1	FG MkII XT EcoBoost Sedan 4dr Spts Auto 6sp 2.0T	F	L	F	FG MkII	NULL	XT	EcoBoost	Sedan	NULL	NULL	NULL	NULL	Rear Wheel Drive	RWD	Sports Automatic	Floor	6	4	1999	2.0	4	Petrol - Unleaded ULP	Turbo Intercooled	PASS	DOHC with VVT	Piston	68	Direct Injection	Electronic Sequential	NULL	NULL	6FPAAAJGSWC*#####	2838	1488	4965	1868	1648	1606	NULL	179.00	NULL	5500	353	NULL	2000	91	5	NULL	AUSTRALIA	4	4 Stroke	In-line	Front	JGSW8R#####	NULL	215/60 R16	215/60 R16	16x6.5	16x6.5	1600	750	1 year roadside	NULL	3	100000	3000	4	12	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	6.50	6.50	3.50	192	279	141	11.80	6.00	8.10	Euro 4	E10	5	Passenger	Large	< $70K	T	130	80	7850	10450	9250	12100	6800	8300	10900	37235	Winter White	Sunshine (VIC)	Auction	2017-12-05 00:00:00.000	05/2012	67	111683	7400.00
Ford	Falcon	FORD	FALCON	2012	0	2	FG MkII XT EcoLPi Sedan 4dr Spts Auto 6sp 4.0Gi	F	L	F	FG MkII	NULL	XT	EcoLPi	Sedan	NULL	NULL	NULL	NULL	Rear Wheel Drive	RWD	Sports Automatic	Floor	6	4	3984	4.0	6	LPG only	Aspirated	PASS	DOHC with VVT	Piston	88	Multi-Point Injection	Electronic Sequential	NULL	NULL	6FPAAAJGSWC*#####	2838	1453	4955	1868	1757	1718	NULL	198.00	NULL	5000	409	NULL	3250	NULL	5	NULL	AUSTRALIA	4	4 Stroke	In-line	Front	JGSW8R#####	NULL	215/60 R16	215/60 R16	16x6.5	16x6.5	2300	750	1 year roadside	NULL	3	100000	3000	4	12	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	6.50	8.50	4.50	199	299	142	18.50	8.70	12.30	Euro 4	NULL	5	Passenger	Large	< $70K	T	130	80	8900	11700	10450	13500	7700	9400	12100	39735	Winter White	Perth (WA)	Dealer Only Auction	2017-10-25 00:00:00.000	07/2012	63	110201	6000.00
Mitsubishi	Outlander	MITS	OUTLAND	2014	1	3	ZJ MY14.5 LS Wagon 5dr CVT 6sp 2WD 2.0i	F	L	F	ZJ	MY14.5	LS	NULL	Wagon	NULL	NULL	NULL	NULL	Front Wheel Drive	FWD	Constantly Variable Transmission	S/Wheel & Floor	6	5	1998	2.0	4	Petrol - Unleaded ULP	Aspirated	SUV	OHC with VVT	Piston	63	Multi-Point Injection	Electronic Sequential	NULL	1985	JMFXNGF7WEZ######	2670	1680	4655	1800	1425	1385	560	110.00	NULL	6000	190	NULL	4200	91	5	ZJ2H45	JAPAN	4	4 Stroke	In-line	Front	4J11**-####	NULL	225/55 R18	225/55 R18	18x8.0	18x8.0	1600	750	1yr Roadside	NULL	5	130000	1500	NULL	12	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	7.50	7.50	4.50	160	202	135	8.70	5.80	6.90	NULL	NULL	5	SUV	Medium	< $60K	T	75	45	16050	19650	18000	21900	14100	16200	20000	33490	Red	Hobart (TAS)	Auction	2017-06-06 00:00:00.000	11/2014	31	83010	15500.00
Nissan	Navara	NISS	NAVARA	2011	3	24	D40 MY11 RX Cab Chassis Dual Cab 4dr Man 6sp 4x4 1003kg 2.5DT	F	L	F	D40	MY11	RX	NULL	Cab Chassis	Dual Cab	NULL	NULL	NULL	4X4	4X4	Manual	Floor	6	4	2488	2.5	4	Diesel	Turbo Intercooled	CC	Double Overhead Cam	Piston	80	Direct Injection	Electronic Sequential	5860	2860	MNTCCUD40A0######	3200	1780	5125	1850	2020	1857	1003	126.00	NULL	4000	403	NULL	2000	NULL	5	NAVARAD4YMC5RX	SPAIN	4	4 Stroke	In-line	Front	YD25 6####48A	NULL	255/70 R16	255/70 R16	16x7.0	16x7.0	3000	750	roadside assist	NULL	3	100000	10000	6	6	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	4.50	3.00	2.00	264	317	233	11.80	8.60	9.80	NULL	NULL	3	Light Commercial	PU/CC 4x4	NULL	T	180	120	13250	16400	15100	18550	11600	13600	16800	39600	White	Geebung (QLD)	Auction	2016-08-29 00:00:00.000	10/2011	58	67264	13100.00
Mitsubishi	Triton	MITS	TRITON	2011	0	5	MN MY11 GLX Utility Double Cab 4dr Man 5sp 1044kg 2.4i	F	L	F	MN	MY11	GLX	NULL	Utility	Dual Cab	NULL	NULL	NULL	Rear Wheel Drive	RWD	Manual	Floor	5	4	2351	2.4	4	Petrol - Unleaded ULP	Aspirated	CC	Overhead Cam	Piston	75	Multi-Point Injection	Electronic	4430	2715	MMAJNKB50B?######	3000	1775	5210	1750	1672	1573	1044	94.00	NULL	5250	194	NULL	4000	91	5	MN1H47 E63 D52	THAILAND	4	4 Stroke	In-line	Front	4G64 ***####	NULL	205/80 R16 RF	205/80 R16 RF	16x6.0	16x6.0	1800	750	5yr Roadside	NULL	5	130000	1500	NULL	12	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	5.00	8.50	3.50	258	331	217	13.90	9.10	10.90	NULL	NULL	4	Light Commercial	PU/CC 4X2	NULL	T	150	90	8800	11550	10350	13400	7600	9300	12000	28390	White	Townsville (QLD)	Auction	2017-04-04 00:00:00.000	02/2011	74	127416	9500.00
Mazda	3	MAZD	3	2015	1	15	BM5278 Neo Sedan 4dr SKYACTIV-Drive 6sp 2.0i	F	L	F	BM5278	NULL	Neo	NULL	Sedan	NULL	NULL	NULL	NULL	Front Wheel Drive	FWD	Sports Automatic	Floor	6	4	1998	2.0	4	Petrol - Unleaded ULP	Aspirated	PASS	DOHC with VVT	Piston	51	Direct Injection	Electronic Sequential	NULL	NULL	JM0BM527810######	2700	1455	4580	1795	1292	1260	NULL	114.00	NULL	6000	200	NULL	4000	91	5	300KAS4N	JAPAN	4	4 Stroke	In-line	Front	PE-######	NULL	205/60 R16	205/60 R16	16x6.5	16x6.5	1200	600	NULL	NULL	3	-1	10000	12	12	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	8.00	7.50	4.50	134	176	110	7.50	4.70	5.70	Euro 5	E10	5	Passenger	Small	< $40K	T	50	30	14000	17250	15750	19300	12300	14200	17500	22490	Silver	Belmore (NSW)	Auction	2017-07-25 00:00:00.000	07/2015	24	35363	15000.00
Ford	Mondeo	FORD	MONDEO	2010	9	26	MC LX TDCi Wagon 5dr PwrShift 6sp 2.0DT	F	L	F	MC	NULL	LX	TDCi	Wagon	NULL	NULL	NULL	NULL	Front Wheel Drive	FWD	Sports Automatic Dual Clutch	Floor	6	5	1997	2.0	4	Diesel	Turbo Intercooled	PASS	Double Overhead Cam	Piston	70	Direct Injection	Electronic Sequential	NULL	NULL	WF0GXXGBBG#*#####	2850	1500	4778	1886	1603	1562	NULL	120.00	NULL	4000	340	1750	2500	NULL	5	NULL	BELGIUM	4	4 Stroke	In-line	Front	#*######	NULL	215/55 R16	215/55 R16	16x6.5	16x6.5	1200	750	NULL	NULL	3	100000	15000	12	12	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	7.00	5.00	3.50	165	204	143	7.70	5.40	6.20	Euro 5	NULL	5	Passenger	Medium	< $60K	T	180	110	4700	7200	6200	8750	4000	5600	7900	36840	Frozen White	Sunshine (VIC)	Auction	2017-06-01 00:00:00.000	02/2011	76	112969	6600.00
Honda	CR-V	HOND	CRV	2000	0	0	Wagon 5dr. Man 5sp 4WD 2.0i	F	L	F	NULL	NULL	NULL	NULL	Wagon	NULL	NULL	NULL	NULL	4X4 On Demand	4XO	Manual	Floor	5	5	1973	2.0	4	Petrol - Unleaded ULP	Aspirated	SUV	Double Overhead Cam	Piston	58	Multi-Point Injection	Electronic	NULL	NULL	JHLRD1740XC######	2620	1710	4530	1750	1394	1394	NULL	108.00	NULL	6300	182	NULL	4500	91	5	NULL	JAPAN	4	4 Stroke	In-line	Front	B20B3-#######	NULL	205/70 R15	205/70 R15	15x6.0	15x6.0	1200	600	NULL	NULL	3	80000	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	10.00	7.80	8.60	NULL	NULL	NULL	SUV	Medium	< $60K	T	425	255	900	3400	2500	5000	700	2300	4100	29990	White	Tamworth (NSW)	Fixed Price	2017-05-22 00:00:00.000	11/2000	198	205407	1610.00
Toyota	Camry	TOYO	CAMRY	2013	0	0	ASV50R Altise Sedan 4dr Spts Auto 6sp 2.5i	F	L	F	ASV50R	NULL	Altise	NULL	Sedan	NULL	NULL	NULL	NULL	Front Wheel Drive	FWD	Sports Automatic	Floor	6	4	2494	2.5	4	Petrol - Unleaded ULP	Aspirated	PASS	DOHC with VVT	Piston	70	Multi-Point Injection	Electronic Sequential	3300	2100	6T1BF3FK90#######	2775	1470	4815	1825	1465	1420	635	133.00	NULL	6000	231	NULL	4100	91	5	ASV50R-DETDKQ	AUSTRALIA	4	4 Stroke	In-line	Front	2AZR-#######	9.30	215/60 R16	215/60 R16	16x6.5	16x6.5	1200	500	NULL	NULL	3	100000	5000	3	9	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	6.50	6.50	3.50	183	255	142	10.90	6.00	7.80	Euro 4	E10	5	Passenger	Medium	< $60K	T	100	60	9700	12650	11450	14450	8500	10300	13000	30490	8S4 - Artic Frost (T)	Geebung (QLD)	Auction	2017-01-25 00:00:00.000	10/2013	39	42230	12200.00
Subaru	Forester	SUBA	FORESTE	2011	2	1	S3 MY11 X Wagon 5dr Spts Auto 4sp AWD 2.5i	F	L	F	S3	MY11	X	NULL	Wagon	NULL	NULL	NULL	NULL	Four Wheel Drive	4WD	Sports Automatic	Floor	4	5	2498	2.5	4	Petrol - Unleaded ULP	Aspirated	SUV	DOHC with VVT	Piston	60	Multi-Point Injection	Electronic Sequential	NULL	2015	JF2SHMKS5BG######	2615	1700	4560	1795	1450	1490	565	126.00	NULL	5800	235	NULL	4100	91	5	SHMCK3S	JAPAN	4	4 Stroke	Horizontal	Front	FB25 ?######	10.20	215/65 R16	215/65 R16	16x6.5	16x6.5	1400	750	NULL	NULL	3	-1	5000	3	6	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	6.00	6.50	3.50	220	293	178	12.50	7.50	9.30	Euro 4	NULL	5	SUV	Medium	< $60K	T	150	90	11950	13950	13850	15950	10600	12500	14900	32990	Satin White Pearl	Sunshine (VIC)	Auction	2017-10-31 00:00:00.000	09/2011	73	114000	11500.00
